"","qweek","vac_1","age","gender","country","Age_groups","agegroup_fct","Vaccine_fct"
"9735","week 20","3",66,"Male","Singapore",6,"65+","Neutral/no opinion"
"9736","week 20","3",52,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9737","week 20","1",24,"Female","Singapore",1,"18-24","Strongly agree"
"9738","week 20","5",59,"Female","Singapore",5,"55-64","Strongly disagree"
"9739","week 20","2",35,"Male","Singapore",3,"35-44","Somewhat agree"
"9740","week 20","3",23,"Male","Singapore",1,"18-24","Neutral/no opinion"
"9741","week 20","2",36,"Male","Singapore",3,"35-44","Somewhat agree"
"9742","week 20","4",49,"Female","Singapore",4,"45-54","Somewhat disagree"
"9743","week 20","4",48,"Male","Singapore",4,"45-54","Somewhat disagree"
"9744","week 20","1",47,"Female","Singapore",4,"45-54","Strongly agree"
"9745","week 20","5",49,"Female","Singapore",4,"45-54","Strongly disagree"
"9746","week 20","4",24,"Female","Singapore",1,"18-24","Somewhat disagree"
"9747","week 20","1",24,"Male","Singapore",1,"18-24","Strongly agree"
"9748","week 20","5",57,"Male","Singapore",5,"55-64","Strongly disagree"
"9749","week 20","1",66,"Male","Singapore",6,"65+","Strongly agree"
"9750","week 20","3",57,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9751","week 20","3",50,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9752","week 20","1",50,"Male","Singapore",4,"45-54","Strongly agree"
"9753","week 20","1",50,"Female","Singapore",4,"45-54","Strongly agree"
"9754","week 20","3",19,"Female","Singapore",1,"18-24","Neutral/no opinion"
"9755","week 20","3",23,"Female","Singapore",1,"18-24","Neutral/no opinion"
"9756","week 20","3",48,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9757","week 20","5",24,"Female","Singapore",1,"18-24","Strongly disagree"
"9758","week 20","3",21,"Female","Singapore",1,"18-24","Neutral/no opinion"
"9759","week 20","1",64,"Male","Singapore",5,"55-64","Strongly agree"
"9760","week 20","4",24,"Female","Singapore",1,"18-24","Somewhat disagree"
"9761","week 20","3",55,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9762","week 20","2",23,"Male","Singapore",1,"18-24","Somewhat agree"
"9763","week 20","5",50,"Male","Singapore",4,"45-54","Strongly disagree"
"9764","week 20","2",22,"Female","Singapore",1,"18-24","Somewhat agree"
"9765","week 20","1",56,"Male","Singapore",5,"55-64","Strongly agree"
"9766","week 20","5",53,"Female","Singapore",4,"45-54","Strongly disagree"
"9767","week 20","1",53,"Male","Singapore",4,"45-54","Strongly agree"
"9768","week 20","1",66,"Female","Singapore",6,"65+","Strongly agree"
"9769","week 20","3",22,"Female","Singapore",1,"18-24","Neutral/no opinion"
"9770","week 20","3",48,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9771","week 20","1",74,"Male","Singapore",6,"65+","Strongly agree"
"9772","week 20","3",46,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9773","week 20","3",46,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9774","week 20","3",24,"Male","Singapore",1,"18-24","Neutral/no opinion"
"9775","week 20","5",55,"Female","Singapore",5,"55-64","Strongly disagree"
"9776","week 20","3",46,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9777","week 20","3",54,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9778","week 20","2",45,"Male","Singapore",4,"45-54","Somewhat agree"
"9779","week 20","2",22,"Male","Singapore",1,"18-24","Somewhat agree"
"9780","week 20","4",63,"Male","Singapore",5,"55-64","Somewhat disagree"
"9781","week 20","5",48,"Female","Singapore",4,"45-54","Strongly disagree"
"9782","week 20","4",45,"Female","Singapore",4,"45-54","Somewhat disagree"
"9783","week 20","3",46,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9784","week 20","3",23,"Male","Singapore",1,"18-24","Neutral/no opinion"
"9785","week 20","1",21,"Male","Singapore",1,"18-24","Strongly agree"
"9786","week 20","4",51,"Male","Singapore",4,"45-54","Somewhat disagree"
"9787","week 20","5",63,"Female","Singapore",5,"55-64","Strongly disagree"
"9788","week 20","4",46,"Male","Singapore",4,"45-54","Somewhat disagree"
"9789","week 20","5",64,"Male","Singapore",5,"55-64","Strongly disagree"
"9790","week 20","3",50,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9791","week 20","3",51,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9792","week 20","3",22,"Female","Singapore",1,"18-24","Neutral/no opinion"
"9793","week 20","3",49,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9794","week 20","4",56,"Female","Singapore",5,"55-64","Somewhat disagree"
"9795","week 20","3",23,"Female","Singapore",1,"18-24","Neutral/no opinion"
"9796","week 20","3",48,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9797","week 20","2",45,"Male","Singapore",4,"45-54","Somewhat agree"
"9798","week 20","5",20,"Female","Singapore",1,"18-24","Strongly disagree"
"9799","week 20","3",51,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9800","week 20","4",58,"Male","Singapore",5,"55-64","Somewhat disagree"
"9801","week 20","1",52,"Male","Singapore",4,"45-54","Strongly agree"
"9802","week 20","3",54,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9803","week 20","1",19,"Female","Singapore",1,"18-24","Strongly agree"
"9804","week 20","2",51,"Female","Singapore",4,"45-54","Somewhat agree"
"9805","week 20","4",45,"Male","Singapore",4,"45-54","Somewhat disagree"
"9806","week 20","3",45,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9807","week 20","2",22,"Male","Singapore",1,"18-24","Somewhat agree"
"9808","week 20","5",53,"Female","Singapore",4,"45-54","Strongly disagree"
"9809","week 20","5",50,"Male","Singapore",4,"45-54","Strongly disagree"
"9810","week 20","4",61,"Male","Singapore",5,"55-64","Somewhat disagree"
"9811","week 20","3",48,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9812","week 20","3",55,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9813","week 20","4",53,"Female","Singapore",4,"45-54","Somewhat disagree"
"9814","week 20","1",53,"Male","Singapore",4,"45-54","Strongly agree"
"9815","week 20","4",21,"Male","Singapore",1,"18-24","Somewhat disagree"
"9816","week 20","3",52,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9817","week 20","3",50,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9818","week 20","3",46,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9819","week 20","1",61,"Male","Singapore",5,"55-64","Strongly agree"
"9820","week 20","5",62,"Female","Singapore",5,"55-64","Strongly disagree"
"9821","week 20","2",46,"Female","Singapore",4,"45-54","Somewhat agree"
"9822","week 20","1",64,"Male","Singapore",5,"55-64","Strongly agree"
"9823","week 20","2",45,"Male","Singapore",4,"45-54","Somewhat agree"
"9824","week 20","2",45,"Male","Singapore",4,"45-54","Somewhat agree"
"9825","week 20","2",22,"Male","Singapore",1,"18-24","Somewhat agree"
"9826","week 20","4",58,"Male","Singapore",5,"55-64","Somewhat disagree"
"9827","week 20","2",46,"Male","Singapore",4,"45-54","Somewhat agree"
"9828","week 20","1",46,"Male","Singapore",4,"45-54","Strongly agree"
"9829","week 20","2",54,"Female","Singapore",4,"45-54","Somewhat agree"
"9830","week 20","3",47,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9831","week 20","5",70,"Male","Singapore",6,"65+","Strongly disagree"
"9832","week 20","4",70,"Male","Singapore",6,"65+","Somewhat disagree"
"9833","week 20","1",63,"Male","Singapore",5,"55-64","Strongly agree"
"9834","week 20","5",52,"Female","Singapore",4,"45-54","Strongly disagree"
"9835","week 20","3",62,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9836","week 20","1",49,"Male","Singapore",4,"45-54","Strongly agree"
"9837","week 20","3",75,"Male","Singapore",6,"65+","Neutral/no opinion"
"9838","week 20","3",22,"Male","Singapore",1,"18-24","Neutral/no opinion"
"9839","week 20","5",49,"Male","Singapore",4,"45-54","Strongly disagree"
"9840","week 20","4",67,"Female","Singapore",6,"65+","Somewhat disagree"
"9841","week 20","3",45,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9842","week 20","3",47,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9843","week 20","4",74,"Male","Singapore",6,"65+","Somewhat disagree"
"9844","week 20","1",72,"Female","Singapore",6,"65+","Strongly agree"
"9845","week 20","4",23,"Male","Singapore",1,"18-24","Somewhat disagree"
"9846","week 20","2",46,"Female","Singapore",4,"45-54","Somewhat agree"
"9847","week 20","3",45,"Female","Singapore",4,"45-54","Neutral/no opinion"
"9848","week 20","3",67,"Male","Singapore",6,"65+","Neutral/no opinion"
"9849","week 20","2",66,"Male","Singapore",6,"65+","Somewhat agree"
"9850","week 20","1",49,"Male","Singapore",4,"45-54","Strongly agree"
"9851","week 20","4",68,"Female","Singapore",6,"65+","Somewhat disagree"
"9852","week 20","4",45,"Male","Singapore",4,"45-54","Somewhat disagree"
"9853","week 20","1",45,"Male","Singapore",4,"45-54","Strongly agree"
"9854","week 20","4",71,"Female","Singapore",6,"65+","Somewhat disagree"
"9855","week 20","5",55,"Male","Singapore",5,"55-64","Strongly disagree"
"9856","week 20","2",23,"Male","Singapore",1,"18-24","Somewhat agree"
"9857","week 20","3",46,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9858","week 20","2",61,"Male","Singapore",5,"55-64","Somewhat agree"
"9859","week 20","3",48,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9860","week 20","1",71,"Male","Singapore",6,"65+","Strongly agree"
"9861","week 20","5",64,"Male","Singapore",5,"55-64","Strongly disagree"
"9862","week 20","4",64,"Male","Singapore",5,"55-64","Somewhat disagree"
"9863","week 20","1",23,"Male","Singapore",1,"18-24","Strongly agree"
"9864","week 20","5",20,"Male","Singapore",1,"18-24","Strongly disagree"
"9865","week 20","3",52,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9866","week 20","2",22,"Male","Singapore",1,"18-24","Somewhat agree"
"9867","week 20","3",59,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9868","week 20","3",57,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9869","week 20","1",62,"Male","Singapore",5,"55-64","Strongly agree"
"9870","week 20","2",63,"Female","Singapore",5,"55-64","Somewhat agree"
"9871","week 20","1",22,"Male","Singapore",1,"18-24","Strongly agree"
"9872","week 20","5",62,"Female","Singapore",5,"55-64","Strongly disagree"
"9873","week 20","3",23,"Male","Singapore",1,"18-24","Neutral/no opinion"
"9874","week 20","2",68,"Female","Singapore",6,"65+","Somewhat agree"
"9875","week 20","5",63,"Male","Singapore",5,"55-64","Strongly disagree"
"9876","week 20","2",66,"Female","Singapore",6,"65+","Somewhat agree"
"9877","week 20","3",69,"Female","Singapore",6,"65+","Neutral/no opinion"
"9878","week 20","3",56,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9879","week 20","5",62,"Female","Singapore",5,"55-64","Strongly disagree"
"9880","week 20","5",65,"Male","Singapore",6,"65+","Strongly disagree"
"9881","week 20","2",60,"Male","Singapore",5,"55-64","Somewhat agree"
"9882","week 20","5",55,"Female","Singapore",5,"55-64","Strongly disagree"
"9883","week 20","1",68,"Male","Singapore",6,"65+","Strongly agree"
"9884","week 20","4",69,"Male","Singapore",6,"65+","Somewhat disagree"
"9885","week 20","4",63,"Female","Singapore",5,"55-64","Somewhat disagree"
"9886","week 20","3",57,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9887","week 20","5",62,"Male","Singapore",5,"55-64","Strongly disagree"
"9888","week 20","5",71,"Female","Singapore",6,"65+","Strongly disagree"
"9889","week 20","1",59,"Female","Singapore",5,"55-64","Strongly agree"
"9890","week 20","3",58,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9891","week 20","2",62,"Male","Singapore",5,"55-64","Somewhat agree"
"9892","week 20","1",61,"Male","Singapore",5,"55-64","Strongly agree"
"9893","week 20","1",67,"Male","Singapore",6,"65+","Strongly agree"
"9894","week 20","1",65,"Female","Singapore",6,"65+","Strongly agree"
"9895","week 20","1",57,"Male","Singapore",5,"55-64","Strongly agree"
"9896","week 20","3",72,"Female","Singapore",6,"65+","Neutral/no opinion"
"9897","week 20","4",62,"Female","Singapore",5,"55-64","Somewhat disagree"
"9898","week 20","1",58,"Male","Singapore",5,"55-64","Strongly agree"
"9899","week 20","5",72,"Male","Singapore",6,"65+","Strongly disagree"
"9900","week 20","5",57,"Male","Singapore",5,"55-64","Strongly disagree"
"9901","week 20","5",64,"Female","Singapore",5,"55-64","Strongly disagree"
"9902","week 20","1",64,"Female","Singapore",5,"55-64","Strongly agree"
"9903","week 20","3",55,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9904","week 20","5",60,"Male","Singapore",5,"55-64","Strongly disagree"
"9905","week 20","1",60,"Male","Singapore",5,"55-64","Strongly agree"
"9906","week 20","1",64,"Male","Singapore",5,"55-64","Strongly agree"
"9907","week 20","3",61,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9908","week 20","3",59,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9909","week 20","1",73,"Male","Singapore",6,"65+","Strongly agree"
"9910","week 20","5",59,"Male","Singapore",5,"55-64","Strongly disagree"
"9911","week 20","4",58,"Female","Singapore",5,"55-64","Somewhat disagree"
"9912","week 20","1",60,"Male","Singapore",5,"55-64","Strongly agree"
"9913","week 20","1",61,"Male","Singapore",5,"55-64","Strongly agree"
"9914","week 20","3",57,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9915","week 20","1",57,"Male","Singapore",5,"55-64","Strongly agree"
"9916","week 20","2",57,"Female","Singapore",5,"55-64","Somewhat agree"
"9917","week 20","5",62,"Male","Singapore",5,"55-64","Strongly disagree"
"9918","week 20","2",85,"Male","Singapore",6,"65+","Somewhat agree"
"9919","week 20","3",59,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9920","week 20","3",60,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9921","week 20","5",64,"Female","Singapore",5,"55-64","Strongly disagree"
"9922","week 20","2",56,"Female","Singapore",5,"55-64","Somewhat agree"
"9923","week 20","3",59,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9924","week 20","1",63,"Female","Singapore",5,"55-64","Strongly agree"
"9925","week 20","1",71,"Male","Singapore",6,"65+","Strongly agree"
"9926","week 20","3",65,"Male","Singapore",6,"65+","Neutral/no opinion"
"9927","week 20","3",64,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9928","week 20","3",59,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9929","week 20","2",83,"Male","Singapore",6,"65+","Somewhat agree"
"9930","week 20","2",73,"Male","Singapore",6,"65+","Somewhat agree"
"9931","week 20","5",55,"Female","Singapore",5,"55-64","Strongly disagree"
"9932","week 20","3",74,"Male","Singapore",6,"65+","Neutral/no opinion"
"9933","week 20","1",63,"Female","Singapore",5,"55-64","Strongly agree"
"9934","week 20","1",59,"Male","Singapore",5,"55-64","Strongly agree"
"9935","week 20","2",74,"Male","Singapore",6,"65+","Somewhat agree"
"9936","week 20","2",56,"Female","Singapore",5,"55-64","Somewhat agree"
"9937","week 20","4",57,"Female","Singapore",5,"55-64","Somewhat disagree"
"9938","week 20","4",57,"Female","Singapore",5,"55-64","Somewhat disagree"
"9939","week 20","1",78,"Male","Singapore",6,"65+","Strongly agree"
"9940","week 20","2",68,"Female","Singapore",6,"65+","Somewhat agree"
"9941","week 20","4",61,"Male","Singapore",5,"55-64","Somewhat disagree"
"9942","week 20","5",59,"Male","Singapore",5,"55-64","Strongly disagree"
"9943","week 20","4",67,"Female","Singapore",6,"65+","Somewhat disagree"
"9944","week 20","2",68,"Male","Singapore",6,"65+","Somewhat agree"
"9945","week 20","4",59,"Female","Singapore",5,"55-64","Somewhat disagree"
"9946","week 20","1",64,"Male","Singapore",5,"55-64","Strongly agree"
"9947","week 20","2",59,"Male","Singapore",5,"55-64","Somewhat agree"
"9948","week 20","1",58,"Male","Singapore",5,"55-64","Strongly agree"
"9949","week 20","1",69,"Female","Singapore",6,"65+","Strongly agree"
"9950","week 20","1",56,"Male","Singapore",5,"55-64","Strongly agree"
"9951","week 20","1",65,"Male","Singapore",6,"65+","Strongly agree"
"9952","week 20","1",63,"Male","Singapore",5,"55-64","Strongly agree"
"9953","week 20","5",59,"Female","Singapore",5,"55-64","Strongly disagree"
"9954","week 20","3",57,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9955","week 20","2",61,"Male","Singapore",5,"55-64","Somewhat agree"
"9956","week 20","3",65,"Male","Singapore",6,"65+","Neutral/no opinion"
"9957","week 20","1",56,"Male","Singapore",5,"55-64","Strongly agree"
"9958","week 20","4",62,"Male","Singapore",5,"55-64","Somewhat disagree"
"9959","week 20","3",57,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9960","week 20","2",64,"Female","Singapore",5,"55-64","Somewhat agree"
"9961","week 20","5",67,"Female","Singapore",6,"65+","Strongly disagree"
"9962","week 20","1",63,"Female","Singapore",5,"55-64","Strongly agree"
"9963","week 20","2",58,"Female","Singapore",5,"55-64","Somewhat agree"
"9964","week 20","2",56,"Female","Singapore",5,"55-64","Somewhat agree"
"9965","week 20","2",58,"Female","Singapore",5,"55-64","Somewhat agree"
"9966","week 20","5",59,"Female","Singapore",5,"55-64","Strongly disagree"
"9967","week 20","3",64,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9968","week 20","3",56,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9969","week 20","3",62,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9970","week 20","1",60,"Female","Singapore",5,"55-64","Strongly agree"
"9971","week 20","2",73,"Female","Singapore",6,"65+","Somewhat agree"
"9972","week 20","3",46,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9973","week 20","1",21,"Female","Singapore",1,"18-24","Strongly agree"
"9974","week 20","1",53,"Male","Singapore",4,"45-54","Strongly agree"
"9975","week 20","3",54,"Male","Singapore",4,"45-54","Neutral/no opinion"
"9976","week 20","2",45,"Female","Singapore",4,"45-54","Somewhat agree"
"9977","week 20","5",40,"Male","Singapore",3,"35-44","Strongly disagree"
"9978","week 20","1",52,"Female","Singapore",4,"45-54","Strongly agree"
"9979","week 20","4",75,"Female","Singapore",6,"65+","Somewhat disagree"
"9980","week 20","1",62,"Male","Singapore",5,"55-64","Strongly agree"
"9981","week 20","2",52,"Male","Singapore",4,"45-54","Somewhat agree"
"9982","week 20","1",39,"Male","Singapore",3,"35-44","Strongly agree"
"9983","week 20","3",60,"Male","Singapore",5,"55-64","Neutral/no opinion"
"9984","week 20","5",23,"Male","Singapore",1,"18-24","Strongly disagree"
"9985","week 20","3",39,"Male","Singapore",3,"35-44","Neutral/no opinion"
"9986","week 20","4",37,"Male","Singapore",3,"35-44","Somewhat disagree"
"9987","week 20","5",23,"Female","Singapore",1,"18-24","Strongly disagree"
"9988","week 20","3",18,"Male","Singapore",1,"18-24","Neutral/no opinion"
"9989","week 20","2",61,"Male","Singapore",5,"55-64","Somewhat agree"
"9990","week 20","3",36,"Male","Singapore",3,"35-44","Neutral/no opinion"
"9991","week 20","4",62,"Male","Singapore",5,"55-64","Somewhat disagree"
"9992","week 20","3",57,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9993","week 20","2",61,"Female","Singapore",5,"55-64","Somewhat agree"
"9994","week 20","3",61,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9995","week 20","2",59,"Male","Singapore",5,"55-64","Somewhat agree"
"9996","week 20","3",60,"Female","Singapore",5,"55-64","Neutral/no opinion"
"9997","week 20","2",60,"Female","Singapore",5,"55-64","Somewhat agree"
"9998","week 20","5",56,"Male","Singapore",5,"55-64","Strongly disagree"
"9999","week 20","1",56,"Female","Singapore",5,"55-64","Strongly agree"
"10000","week 19","3",45,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10001","week 19","3",54,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10002","week 19","3",39,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10003","week 19","1",22,"Female","South Korea",1,"18-24","Strongly agree"
"10004","week 19","3",29,"Male","South Korea",2,"25-34","Neutral/no opinion"
"10005","week 19","1",27,"Male","South Korea",2,"25-34","Strongly agree"
"10006","week 19","2",36,"Male","South Korea",3,"35-44","Somewhat agree"
"10007","week 19","3",39,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10008","week 19","3",29,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10009","week 19","2",53,"Male","South Korea",4,"45-54","Somewhat agree"
"10010","week 19","5",39,"Male","South Korea",3,"35-44","Strongly disagree"
"10011","week 19","2",48,"Male","South Korea",4,"45-54","Somewhat agree"
"10012","week 19","3",48,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10013","week 19","2",41,"Male","South Korea",3,"35-44","Somewhat agree"
"10014","week 19","4",19,"Female","South Korea",1,"18-24","Somewhat disagree"
"10015","week 19","1",31,"Male","South Korea",2,"25-34","Strongly agree"
"10016","week 19","3",46,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10017","week 19","2",53,"Female","South Korea",4,"45-54","Somewhat agree"
"10018","week 19","4",31,"Female","South Korea",2,"25-34","Somewhat disagree"
"10019","week 19","2",50,"Female","South Korea",4,"45-54","Somewhat agree"
"10020","week 19","1",25,"Female","South Korea",2,"25-34","Strongly agree"
"10021","week 19","2",59,"Female","South Korea",5,"55-64","Somewhat agree"
"10022","week 19","3",38,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10023","week 19","1",37,"Male","South Korea",3,"35-44","Strongly agree"
"10024","week 19","5",38,"Female","South Korea",3,"35-44","Strongly disagree"
"10025","week 19","3",25,"Male","South Korea",2,"25-34","Neutral/no opinion"
"10026","week 19","1",31,"Female","South Korea",2,"25-34","Strongly agree"
"10027","week 19","2",65,"Male","South Korea",6,"65+","Somewhat agree"
"10028","week 19","1",25,"Female","South Korea",2,"25-34","Strongly agree"
"10029","week 19","2",51,"Male","South Korea",4,"45-54","Somewhat agree"
"10030","week 19","3",25,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10031","week 19","5",45,"Female","South Korea",4,"45-54","Strongly disagree"
"10032","week 19","3",37,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10033","week 19","5",50,"Male","South Korea",4,"45-54","Strongly disagree"
"10034","week 19","3",26,"Male","South Korea",2,"25-34","Neutral/no opinion"
"10035","week 19","3",36,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10036","week 19","1",46,"Female","South Korea",4,"45-54","Strongly agree"
"10037","week 19","3",35,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10038","week 19","3",20,"Male","South Korea",1,"18-24","Neutral/no opinion"
"10039","week 19","1",24,"Male","South Korea",1,"18-24","Strongly agree"
"10040","week 19","4",30,"Female","South Korea",2,"25-34","Somewhat disagree"
"10041","week 19","3",28,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10042","week 19","4",25,"Female","South Korea",2,"25-34","Somewhat disagree"
"10043","week 19","5",46,"Male","South Korea",4,"45-54","Strongly disagree"
"10044","week 19","3",26,"Male","South Korea",2,"25-34","Neutral/no opinion"
"10045","week 19","4",21,"Female","South Korea",1,"18-24","Somewhat disagree"
"10046","week 19","3",32,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10047","week 19","4",27,"Male","South Korea",2,"25-34","Somewhat disagree"
"10048","week 19","2",20,"Female","South Korea",1,"18-24","Somewhat agree"
"10049","week 19","2",50,"Male","South Korea",4,"45-54","Somewhat agree"
"10050","week 19","3",27,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10051","week 19","4",50,"Male","South Korea",4,"45-54","Somewhat disagree"
"10052","week 19","4",19,"Female","South Korea",1,"18-24","Somewhat disagree"
"10053","week 19","5",66,"Male","South Korea",6,"65+","Strongly disagree"
"10054","week 19","3",37,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10055","week 19","2",32,"Male","South Korea",2,"25-34","Somewhat agree"
"10056","week 19","3",30,"Male","South Korea",2,"25-34","Neutral/no opinion"
"10057","week 19","1",49,"Male","South Korea",4,"45-54","Strongly agree"
"10058","week 19","5",42,"Female","South Korea",3,"35-44","Strongly disagree"
"10059","week 19","4",30,"Male","South Korea",2,"25-34","Somewhat disagree"
"10060","week 19","2",50,"Male","South Korea",4,"45-54","Somewhat agree"
"10061","week 19","3",40,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10062","week 19","4",47,"Female","South Korea",4,"45-54","Somewhat disagree"
"10063","week 19","1",38,"Male","South Korea",3,"35-44","Strongly agree"
"10064","week 19","1",69,"Male","South Korea",6,"65+","Strongly agree"
"10065","week 19","1",52,"Male","South Korea",4,"45-54","Strongly agree"
"10066","week 19","2",52,"Male","South Korea",4,"45-54","Somewhat agree"
"10067","week 19","3",41,"Female","South Korea",3,"35-44","Neutral/no opinion"
"10068","week 19","1",54,"Male","South Korea",4,"45-54","Strongly agree"
"10069","week 19","5",24,"Male","South Korea",1,"18-24","Strongly disagree"
"10070","week 19","2",32,"Male","South Korea",2,"25-34","Somewhat agree"
"10071","week 19","5",56,"Male","South Korea",5,"55-64","Strongly disagree"
"10072","week 19","4",50,"Male","South Korea",4,"45-54","Somewhat disagree"
"10073","week 19","3",31,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10074","week 19","3",37,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10075","week 19","1",27,"Female","South Korea",2,"25-34","Strongly agree"
"10076","week 19","3",25,"Male","South Korea",2,"25-34","Neutral/no opinion"
"10077","week 19","3",48,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10078","week 19","5",54,"Female","South Korea",4,"45-54","Strongly disagree"
"10079","week 19","5",49,"Male","South Korea",4,"45-54","Strongly disagree"
"10080","week 19","5",37,"Male","South Korea",3,"35-44","Strongly disagree"
"10081","week 19","2",56,"Female","South Korea",5,"55-64","Somewhat agree"
"10082","week 19","4",60,"Female","South Korea",5,"55-64","Somewhat disagree"
"10083","week 19","1",53,"Male","South Korea",4,"45-54","Strongly agree"
"10084","week 19","3",56,"Male","South Korea",5,"55-64","Neutral/no opinion"
"10085","week 19","3",34,"Male","South Korea",2,"25-34","Neutral/no opinion"
"10086","week 19","4",42,"Female","South Korea",3,"35-44","Somewhat disagree"
"10087","week 19","4",38,"Male","South Korea",3,"35-44","Somewhat disagree"
"10088","week 19","1",48,"Male","South Korea",4,"45-54","Strongly agree"
"10089","week 19","3",52,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10090","week 19","3",51,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10091","week 19","3",39,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10092","week 19","3",39,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10093","week 19","3",33,"Male","South Korea",2,"25-34","Neutral/no opinion"
"10094","week 19","1",48,"Male","South Korea",4,"45-54","Strongly agree"
"10095","week 19","3",28,"Female","South Korea",2,"25-34","Neutral/no opinion"
"10096","week 19","3",49,"Female","South Korea",4,"45-54","Neutral/no opinion"
"10097","week 19","2",50,"Male","South Korea",4,"45-54","Somewhat agree"
"10098","week 19","1",48,"Male","South Korea",4,"45-54","Strongly agree"
"10099","week 19","3",35,"Male","South Korea",3,"35-44","Neutral/no opinion"
"10100","week 19","2",37,"Female","South Korea",3,"35-44","Somewhat agree"
"10101","week 19","3",50,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10102","week 19","3",49,"Male","South Korea",4,"45-54","Neutral/no opinion"
"10103","week 19","4",38,"Male","South Korea",3,"35-44","Somewhat disagree"
"10104","week 19","2",47,"Male","South Korea",4,"45-54","Somewhat agree"
"10105","week 19","1",43,"Female","South Korea",3,"35-44","Strongly agree"
"10106","week 19","3",62,"Male","South Korea",5,"55-64","Neutral/no opinion"
